Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220725\VL_CU_SMPS_OccupiedSmoke_20220725_Trial3.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,Concentration (DW)
Weight,Mass
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Date,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022,7/25/2022
Start Time,12:55:00,12:58:00,13:01:00,13:04:00,13:07:00,13:10:00,13:13:00,13:16:00,13:19:00,13:22:00,13:25:00,13:28:00,13:31:00,13:34:00,13:37:00,13:40:00,13:43:00,13:46:00,13:49:00,13:52:00,13:55:00,13:58:00,14:01:00,14:04:00,14:07:00,14:10:00
Sample Temp (C),23.1,23.2,23.3,23.4,23.5,23.5,23.6,23.6,23.6,23.6,23.7,23.7,23.7,23.7,23.7,23.8,23.8,23.8,23.8,23.8,23.9,23.9,23.9,23.9,23.9,23.9
Sample Pressure (kPa),81.4,81.3,81.3,81.3,81.3,81.3,81.4,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3
Relative Humidity (%),58.4,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.2,58.2,58.2,58.2,58.3,58.3,58.3,58.3,58.3
Mean Free Path (m),8.37889e-008,8.39280e-008,8.39640e-008,8.40000e-008,8.40360e-008,8.40360e-008,8.39687e-008,8.40720e-008,8.40720e-008,8.40720e-008,8.41080e-008,8.41080e-008,8.41080e-008,8.41080e-008,8.41080e-008,8.41441e-008,8.41441e-008,8.41441e-008,8.41441e-008,8.41441e-008,8.41801e-008,8.41801e-008,8.41801e-008,8.41801e-008,8.41801e-008,8.41801e-008
Gas Viscosity (Pa*s),1.83293e-005,1.83340e-005,1.83388e-005,1.83436e-005,1.83484e-005,1.83484e-005,1.83531e-005,1.83531e-005,1.83531e-005,1.83531e-005,1.83579e-005,1.83579e-005,1.83579e-005,1.83579e-005,1.83579e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83674e-005,1.83674e-005,1.83674e-005,1.83674e-005,1.83674e-005,1.83674e-005
Diameter Midpoint (nm)
 15.7,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 16.3,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 16.8,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 17.5,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 18.1,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 18.8,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 19.5,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 20.2,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.003,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 20.9,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.003,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 21.7,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.004,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.004,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 23.3,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.006,0.003,0.002,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 24.1,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.006,0.004,0.003,0.002,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 25.0,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.008,0.005,0.004,0.002,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 25.9,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.009,0.006,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 26.9,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.011,0.008,0.005,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 27.9,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.014,0.010,0.007,0.005,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000
 28.9,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.017,0.012,0.009,0.006,0.005,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000
 30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.021,0.015,0.011,0.008,0.006,0.005,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000
 31.1,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.026,0.018,0.013,0.010,0.008,0.006,0.005,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
 32.2,0.000,0.000,0.000,0.000,0.000,0.000,0.042,0.030,0.022,0.016,0.013,0.010,0.007,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001
 33.4,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.036,0.027,0.021,0.016,0.013,0.010,0.008,0.006,0.005,0.004,0.004,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001
 34.6,0.000,0.000,0.000,0.000,0.000,0.000,0.061,0.044,0.033,0.026,0.020,0.015,0.012,0.010,0.008,0.007,0.005,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0.001
 35.9,0.000,0.000,0.000,0.000,0.000,0.001,0.072,0.052,0.040,0.031,0.024,0.020,0.015,0.013,0.010,0.009,0.007,0.006,0.005,0.004,0.004,0.003,0.003,0.003,0.002,0.002
 37.2,0.000,0.000,0.000,0.000,0.000,0.002,0.086,0.064,0.050,0.038,0.030,0.024,0.020,0.017,0.013,0.011,0.009,0.008,0.007,0.006,0.005,0.004,0.004,0.003,0.003,0.002
 38.5,0.000,0.000,0.000,0.000,0.000,0.002,0.099,0.077,0.061,0.047,0.037,0.031,0.025,0.021,0.017,0.014,0.013,0.011,0.009,0.008,0.007,0.006,0.005,0.004,0.004,0.003
 40.0,0.000,0.000,0.000,0.000,0.000,0.002,0.120,0.092,0.073,0.059,0.047,0.038,0.031,0.027,0.022,0.019,0.016,0.013,0.011,0.010,0.009,0.008,0.007,0.006,0.005,0.005
