Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
08/06/2022 1:48:00 PM,"377","21.9","37","841"
08/06/2022 1:53:00 PM,"402","22.3","33","841"
08/06/2022 1:58:00 PM,"674","23.3","34","841"
08/06/2022 2:03:00 PM,"431","23.1","33","841"
08/06/2022 2:08:00 PM,"397","22.6","33","841"
08/06/2022 2:13:00 PM,"387","22.4","33","841"
08/06/2022 2:18:00 PM,"382","22.3","33","841"
08/06/2022 2:23:00 PM,"402","22.2","33","841"
08/06/2022 2:28:00 PM,"385","22.2","33","840"
08/06/2022 2:33:00 PM,"373","22.1","34","840"
08/06/2022 2:38:00 PM,"378","22.1","34","840"
08/06/2022 2:43:00 PM,"376","22.1","34","840"
08/06/2022 2:48:00 PM,"370","22.1","34","840"
08/06/2022 2:53:00 PM,"378","22.1","34","840"
08/06/2022 2:58:00 PM,"363","22.1","35","840"
08/06/2022 3:03:00 PM,"387","22.1","35","840"
08/06/2022 3:08:00 PM,"376","22.0","35","840"
08/06/2022 3:13:00 PM,"368","22.0","35","840"
08/06/2022 3:18:00 PM,"367","22.0","35","840"
08/06/2022 3:23:00 PM,"365","22.0","35","840"
08/06/2022 3:28:00 PM,"392","22.1","36","840"
08/06/2022 3:33:00 PM,"390","22.1","35","840"
08/06/2022 3:38:00 PM,"408","22.1","36","840"
08/06/2022 3:43:00 PM,"381","22.1","36","840"
08/06/2022 3:48:00 PM,"368","22.0","36","840"
08/06/2022 3:53:00 PM,"375","22.0","36","840"
08/06/2022 3:58:00 PM,"374","22.0","36","840"
08/06/2022 4:03:00 PM,"371","22.0","36","840"
08/06/2022 4:08:00 PM,"352","22.0","36","839"
08/06/2022 4:13:00 PM,"350","22.0","36","839"
08/06/2022 4:18:00 PM,"334","22.0","36","839"
08/06/2022 4:23:00 PM,"351","21.9","36","839"
08/06/2022 4:28:00 PM,"338","21.9","36","839"
08/06/2022 4:33:00 PM,"340","21.9","36","839"
08/06/2022 4:38:00 PM,"333","21.9","36","839"
08/06/2022 4:43:00 PM,"338","21.9","36","839"
08/06/2022 4:48:00 PM,"338","21.8","36","839"
08/06/2022 4:53:00 PM,"331","21.8","36","839"
08/06/2022 4:58:00 PM,"336","21.8","36","839"
08/06/2022 5:03:00 PM,"332","21.8","36","839"
08/06/2022 5:08:00 PM,"344","21.8","36","839"
08/06/2022 5:13:00 PM,"335","21.8","36","839"
08/06/2022 5:18:00 PM,"335","21.7","36","839"
08/06/2022 5:23:00 PM,"329","21.7","36","839"
08/06/2022 5:28:00 PM,"341","21.7","36","839"
